,player,x,y,loc,interaction,Jogo,temporada
3,Gerard Piqué Bernabéu,45.97123287671233,33.227397260273975,[45.97123288 33.22739726],141,Barcelona x Getafe,2020/2021
4,Jordi Alba Ramos,65.3561403508772,63.23684210526316,[65.35614035 63.23684211],113,Barcelona x Getafe,2020/2021
5,Lionel Andrés Messi Cuccittini,79.66744186046512,19.83953488372093,[79.66744186 19.83953488],109,Barcelona x Getafe,2020/2021
6,Marc-André ter Stegen,8.274285714285716,36.268571428571434,[ 8.27428571 36.26857143],57,Barcelona x Getafe,2020/2021
7,Pedro González López,66.85,44.762903225806454,[66.85       44.76290323],138,Barcelona x Getafe,2020/2021
8,Sergi Roberto Carnicer,70.31720430107526,6.196774193548387,[70.3172043   6.19677419],181,Barcelona x Getafe,2020/2021
9,Sergio Busquets i Burgos,58.425000000000004,31.122826086956525,[58.425      31.12282609],177,Barcelona x Getafe,2020/2021
10,Óscar Mingueza García,52.29622641509434,11.219811320754717,[52.29622642 11.21981132],199,Barcelona x Getafe,2020/2021
0,Antoine Griezmann,70.93684210526315,41.33157894736842,[70.93684211 41.33157895],116,Real Sociedad x Barcelona,2020/2021
1,Clément Lenglet,45.26849315068493,56.2027397260274,[45.26849315 56.20273973],134,Real Sociedad x Barcelona,2020/2021
2,Frenkie de Jong,48.82826086956521,31.468478260869563,[48.82826087 31.46847826],166,Real Sociedad x Barcelona,2020/2021
3,Jordi Alba Ramos,66.37424242424242,64.63484848484848,[66.37424242 64.63484848],131,Real Sociedad x Barcelona,2020/2021
4,Lionel Andrés Messi Cuccittini,76.34285714285714,28.624285714285715,[76.34285714 28.62428571],158,Real Sociedad x Barcelona,2020/2021
5,Marc-André ter Stegen,10.747727272727273,36.78636363636363,[10.74772727 36.78636364],82,Real Sociedad x Barcelona,2020/2021
6,Ousmane Dembélé,78.39999999999999,36.61052631578948,[78.4        36.61052632],64,Real Sociedad x Barcelona,2020/2021
7,Pedro González López,66.92325581395349,40.05813953488372,[66.92325581 40.05813953],91,Real Sociedad x Barcelona,2020/2021
8,Sergino Dest,80.33555555555556,4.128888888888888,[80.33555556  4.12888889],93,Real Sociedad x Barcelona,2020/2021
9,Sergio Busquets i Burgos,61.0027027027027,33.53243243243244,[61.0027027  33.53243243],145,Real Sociedad x Barcelona,2020/2021
10,Óscar Mingueza García,60.14868421052632,11.950000000000001,[60.14868421 11.95      ],138,Real Sociedad x Barcelona,2020/2021
0,Antoine Griezmann,85.85483870967742,25.99032258064516,[85.85483871 25.99032258],74,Barcelona x Real Sociedad,2020/2021
1,Frenkie de Jong,66.52777777777777,45.82592592592592,[66.52777778 45.82592593],102,Barcelona x Real Sociedad,2020/2021
2,Jordi Alba Ramos,64.0875,61.8578125,[64.0875    61.8578125],121,Barcelona x Real Sociedad,2020/2021
3,Lionel Andrés Messi Cuccittini,71.80634920634921,35.711111111111116,[71.80634921 35.71111111],139,Barcelona x Real Sociedad,2020/2021
4,Marc-André ter Stegen,12.718181818181819,37.275757575757574,[12.71818182 37.27575758],54,Barcelona x Real Sociedad,2020/2021
5,Martin Braithwaite Christensen,84.09354838709677,60.729032258064514,[84.09354839 60.72903226],79,Barcelona x Real Sociedad,2020/2021
6,Pedro González López,78.4054054054054,39.054054054054056,[78.40540541 39.05405405],87,Barcelona x Real Sociedad,2020/2021
7,Ronald Federico Araújo da Silva,45.67407407407408,23.503703703703703,[45.67407407 23.5037037 ],45,Barcelona x Real Sociedad,2020/2021
8,Sergino Dest,73.39393939393939,6.030303030303029,[73.39393939  6.03030303],60,Barcelona x Real Sociedad,2020/2021
9,Sergio Busquets i Burgos,62.12682926829268,33.046341463414635,[62.12682927 33.04634146],74,Barcelona x Real Sociedad,2020/2021
10,Óscar Mingueza García,44.927499999999995,47.760000000000005,[44.9275 47.76  ],73,Barcelona x Real Sociedad,2020/2021
0,Clément Lenglet,46.04375,54.5796875,[46.04375   54.5796875],121,Real Valladolid x Barcelona,2020/2021
1,Frenkie de Jong,67.20769230769231,38.13076923076923,[67.20769231 38.13076923],134,Real Valladolid x Barcelona,2020/2021
2,Jordi Alba Ramos,69.75555555555556,61.837037037037035,[69.75555556 61.83703704],102,Real Valladolid x Barcelona,2020/2021
3,Lionel Andrés Messi Cuccittini,78.496,27.494666666666664,[78.496      27.49466667],169,Real Valladolid x Barcelona,2020/2021
4,Marc-André ter Stegen,7.739473684210527,35.37894736842105,[ 7.73947368 35.37894737],58,Real Valladolid x Barcelona,2020/2021
5,Martin Braithwaite Christensen,79.025,34.5625,[79.025  34.5625],40,Real Valladolid x Barcelona,2020/2021
6,Miralem Pjanić,63.50102040816327,29.1765306122449,[63.50102041 29.17653061],191,Real Valladolid x Barcelona,2020/2021
7,Pedro González López,82.67659574468085,49.3,[82.67659574 49.3       ],96,Real Valladolid x Barcelona,2020/2021
8,Ronald Federico Araújo da Silva,39.92978723404256,29.242553191489364,[39.92978723 29.24255319],89,Real Valladolid x Barcelona,2020/2021
9,Sergino Dest,80.54375,4.2875,[80.54375  4.2875 ],99,Real Valladolid x Barcelona,2020/2021
10,Óscar Mingueza García,55.41803278688525,7.0918032786885234,[55.41803279  7.09180328],111,Real Valladolid x Barcelona,2020/2021
0,Antoine Griezmann,86.70243902439024,32.38292682926829,[86.70243902 32.38292683],91,Cádiz x Barcelona,2020/2021
1,Clément Lenglet,57.48125,45.792500000000004,[57.48125 45.7925 ],158,Cádiz x Barcelona,2020/2021
2,Frenkie de Jong,71.45212765957447,30.071276595744678,[71.45212766 30.0712766 ],180,Cádiz x Barcelona,2020/2021
3,Jordi Alba Ramos,74.73296703296703,57.74835164835165,[74.73296703 57.74835165],174,Cádiz x Barcelona,2020/2021
4,Lionel Andrés Messi Cuccittini,86.86716417910448,27.035820895522388,[86.86716418 27.0358209 ],158,Cádiz x Barcelona,2020/2021
5,Marc-André ter Stegen,16.616666666666667,34.55555555555556,[16.61666667 34.55555556],24,Cádiz x Barcelona,2020/2021
6,Martin Braithwaite Christensen,84.80909090909091,35.25454545454546,[84.80909091 35.25454545],37,Cádiz x Barcelona,2020/2021
7,Philippe Coutinho Correia,83.97399999999999,51.346000000000004,[83.974 51.346],104,Cádiz x Barcelona,2020/2021
8,Sergino Dest,74.43636363636364,6.002272727272726,[74.43636364  6.00227273],87,Cádiz x Barcelona,2020/2021
9,Sergio Busquets i Burgos,71.4957264957265,26.138461538461538,[71.4957265  26.13846154],217,Cádiz x Barcelona,2020/2021
10,Óscar Mingueza García,57.06976744186046,17.38139534883721,[57.06976744 17.38139535],82,Cádiz x Barcelona,2020/2021
0,Antoine Griezmann,75.25128205128206,49.656410256410254,[75.25128205 49.65641026],82,Athletic Club x Barcelona,2020/2021
1,Clément Lenglet,44.190769230769234,56.56307692307692,[44.19076923 56.56307692],127,Athletic Club x Barcelona,2020/2021
2,Frenkie de Jong,61.130303030303025,27.253030303030304,[61.13030303 27.2530303 ],131,Athletic Club x Barcelona,2020/2021
3,Jordi Alba Ramos,66.90808080808081,64.67272727272727,[66.90808081 64.67272727],182,Athletic Club x Barcelona,2020/2021
4,Lionel Andrés Messi Cuccittini,77.8076923076923,32.98615384615385,[77.80769231 32.98615385],153,Athletic Club x Barcelona,2020/2021
5,Marc-André ter Stegen,11.612499999999999,33.987500000000004,[11.6125 33.9875],41,Athletic Club x Barcelona,2020/2021
6,Ousmane Dembélé,80.85777777777777,12.371111111111112,[80.85777778 12.37111111],97,Athletic Club x Barcelona,2020/2021
7,Pedro González López,75.71785714285714,54.041071428571435,[75.71785714 54.04107143],123,Athletic Club x Barcelona,2020/2021
8,Ronald Federico Araújo da Silva,35.28269230769231,24.984615384615385,[35.28269231 24.98461538],96,Athletic Club x Barcelona,2020/2021
9,Sergino Dest,59.555,3.158333333333333,[59.555       3.15833333],115,Athletic Club x Barcelona,2020/2021
10,Sergio Busquets i Burgos,51.68082191780822,32.77123287671233,[51.68082192 32.77123288],141,Athletic Club x Barcelona,2020/2021
0,Antoine Griezmann,80.59761904761905,46.8,[80.59761905 46.8       ],95,Barcelona x Deportivo Alavés,2020/2021
1,Clément Lenglet,50.90416666666667,41.44479166666667,[50.90416667 41.44479167],178,Barcelona x Deportivo Alavés,2020/2021
2,Francisco António Machado Mota de Castro Trincão,83.20270270270271,10.77027027027027,[83.2027027  10.77027027],91,Barcelona x Deportivo Alavés,2020/2021
3,Frenkie de Jong,51.34193548387097,29.98709677419355,[51.34193548 29.98709677],174,Barcelona x Deportivo Alavés,2020/2021
4,Héctor Junior Firpo Adames,65.67142857142856,58.42857142857143,[65.67142857 58.42857143],109,Barcelona x Deportivo Alavés,2020/2021
5,Lionel Andrés Messi Cuccittini,84.01384615384615,31.441538461538464,[84.01384615 31.44153846],140,Barcelona x Deportivo Alavés,2020/2021
6,Marc-André ter Stegen,11.415999999999999,33.056,[11.416 33.056],40,Barcelona x Deportivo Alavés,2020/2021
7,Moriba Kourouma Kourouma,74.43333333333334,26.633333333333336,[74.43333333 26.63333333],109,Barcelona x Deportivo Alavés,2020/2021
8,Ricard Puig Martí,75.16477272727273,45.975,[75.16477273 45.975     ],184,Barcelona x Deportivo Alavés,2020/2021
9,Sergio Busquets i Burgos,63.8015625,35.8296875,[63.8015625 35.8296875],117,Barcelona x Deportivo Alavés,2020/2021
10,Óscar Mingueza García,60.907792207792205,9.492207792207791,[60.90779221  9.49220779],145,Barcelona x Deportivo Alavés,2020/2021
0,Antoine Griezmann,78.09615384615384,43.767307692307696,[78.09615385 43.76730769],108,Barcelona x Real Valladolid,2020/2021
1,Clément Lenglet,49.31521739130435,52.65217391304348,[49.31521739 52.65217391],85,Barcelona x Real Valladolid,2020/2021
2,Frenkie de Jong,66.08172043010754,31.5,[66.08172043 31.5       ],184,Barcelona x Real Valladolid,2020/2021
3,Jordi Alba Ramos,69.14444444444445,64.12333333333333,[69.14444444 64.12333333],171,Barcelona x Real Valladolid,2020/2021
4,Lionel Andrés Messi Cuccittini,85.494,35.0,[85.494 35.   ],131,Barcelona x Real Valladolid,2020/2021
5,Marc-André ter Stegen,11.404347826086957,35.5304347826087,[11.40434783 35.53043478],34,Barcelona x Real Valladolid,2020/2021
6,Ousmane Dembélé,93.40833333333333,30.875,[93.40833333 30.875     ],93,Barcelona x Real Valladolid,2020/2021
7,Pedro González López,74.73466666666667,41.135999999999996,[74.73466667 41.136     ],146,Barcelona x Real Valladolid,2020/2021
8,Sergino Dest,80.12765957446808,6.353191489361703,[80.12765957  6.35319149],97,Barcelona x Real Valladolid,2020/2021
9,Sergio Busquets i Burgos,69.10571428571428,33.76,[69.10571429 33.76      ],130,Barcelona x Real Valladolid,2020/2021
10,Óscar Mingueza García,60.39787234042553,18.927659574468084,[60.39787234 18.92765957],79,Barcelona x Real Valladolid,2020/2021
0,Clément Lenglet,47.80327868852459,53.65573770491803,[47.80327869 53.6557377 ],120,Sevilla x Barcelona,2020/2021
1,Frenkie de Jong,70.07368421052631,17.65438596491228,[70.07368421 17.65438596],122,Sevilla x Barcelona,2020/2021
2,Gerard Piqué Bernabéu,46.21864406779661,32.440677966101696,[46.21864407 32.44067797],109,Sevilla x Barcelona,2020/2021
3,Jordi Alba Ramos,62.532786885245905,61.89672131147541,[62.53278689 61.89672131],116,Sevilla x Barcelona,2020/2021
4,Lionel Andrés Messi Cuccittini,76.33454545454545,29.194545454545455,[76.33454545 29.19454545],125,Sevilla x Barcelona,2020/2021
5,Marc-André ter Stegen,11.15609756097561,35.197560975609754,[11.15609756 35.19756098],67,Sevilla x Barcelona,2020/2021
6,Ousmane Dembélé,79.42777777777778,45.44444444444444,[79.42777778 45.44444444],61,Sevilla x Barcelona,2020/2021
7,Pedro González López,74.27307692307691,46.38461538461539,[74.27307692 46.38461538],56,Sevilla x Barcelona,2020/2021
8,Sergino Dest,75.35238095238095,3.89047619047619,[75.35238095  3.89047619],85,Sevilla x Barcelona,2020/2021
9,Sergio Busquets i Burgos,59.16849315068493,33.44657534246575,[59.16849315 33.44657534],133,Sevilla x Barcelona,2020/2021
10,Óscar Mingueza García,53.50377358490566,10.239622641509433,[53.50377358 10.23962264],98,Sevilla x Barcelona,2020/2021
0,Antoine Griezmann,77.81304347826087,51.62173913043478,[77.81304348 51.62173913],64,Barcelona x Athletic Club,2020/2021
1,Frenkie de Jong,50.99873417721519,39.56708860759494,[50.99873418 39.56708861],159,Barcelona x Athletic Club,2020/2021
2,Jordi Alba Ramos,64.66,63.072857142857146,[64.66       63.07285714],130,Barcelona x Athletic Club,2020/2021
3,Lionel Andrés Messi Cuccittini,78.22181818181818,34.42181818181818,[78.22181818 34.42181818],120,Barcelona x Athletic Club,2020/2021
4,Marc-André ter Stegen,10.269767441860466,33.8860465116279,[10.26976744 33.88604651],76,Barcelona x Athletic Club,2020/2021
5,Miralem Pjanić,58.64833333333333,29.646666666666665,[58.64833333 29.64666667],115,Barcelona x Athletic Club,2020/2021
6,Ousmane Dembélé,85.425,17.759375,[85.425    17.759375],84,Barcelona x Athletic Club,2020/2021
7,Pedro González López,73.0046511627907,48.44651162790697,[73.00465116 48.44651163],80,Barcelona x Athletic Club,2020/2021
8,Ronald Federico Araújo da Silva,33.82666666666667,23.444444444444443,[33.82666667 23.44444444],86,Barcelona x Athletic Club,2020/2021
9,Samuel Yves Umtiti,39.63,55.55,[39.63 55.55],117,Barcelona x Athletic Club,2020/2021
10,Óscar Mingueza García,57.5728813559322,8.423728813559322,[57.57288136  8.42372881],107,Barcelona x Athletic Club,2020/2021
0,Antoine Griezmann,73.16349206349207,30.65714285714286,[73.16349206 30.65714286],127,Barcelona x Osasuna,2020/2021
1,Clément Lenglet,40.7203125,49.4078125,[40.7203125 49.4078125],119,Barcelona x Osasuna,2020/2021
2,Frenkie de Jong,57.147560975609764,49.178048780487806,[57.14756098 49.17804878],167,Barcelona x Osasuna,2020/2021
3,Jordi Alba Ramos,67.07362637362637,61.73956043956044,[67.07362637 61.73956044],178,Barcelona x Osasuna,2020/2021
4,Lionel Andrés Messi Cuccittini,78.88076923076923,24.20384615384615,[78.88076923 24.20384615],118,Barcelona x Osasuna,2020/2021
5,Marc-André ter Stegen,9.377142857142857,35.434285714285714,[ 9.37714286 35.43428571],60,Barcelona x Osasuna,2020/2021
6,Martin Braithwaite Christensen,83.92307692307692,35.38461538461539,[83.92307692 35.38461538],42,Barcelona x Osasuna,2020/2021
7,Pedro González López,62.35641025641026,29.364102564102566,[62.35641026 29.36410256],74,Barcelona x Osasuna,2020/2021
8,Philippe Coutinho Correia,74.23333333333333,48.8421052631579,[74.23333333 48.84210526],129,Barcelona x Osasuna,2020/2021
9,Sergino Dest,58.92553191489362,7.561702127659575,[58.92553191  7.56170213],86,Barcelona x Osasuna,2020/2021
10,Óscar Mingueza García,43.7171875,19.7953125,[43.7171875 19.7953125],114,Barcelona x Osasuna,2020/2021
0,Antoine Griezmann,82.88461538461539,46.223076923076924,[82.88461538 46.22307692],73,Barcelona x Cádiz,2020/2021
1,Clément Lenglet,63.83888888888889,49.07222222222222,[63.83888889 49.07222222],169,Barcelona x Cádiz,2020/2021
2,Frenkie de Jong,71.55081967213115,26.49344262295082,[71.55081967 26.49344262],122,Barcelona x Cádiz,2020/2021
3,Gerard Piqué Bernabéu,55.38571428571428,23.321428571428573,[55.38571429 23.32142857],158,Barcelona x Cádiz,2020/2021
4,Jordi Alba Ramos,82.19873417721519,60.51772151898735,[82.19873418 60.51772152],153,Barcelona x Cádiz,2020/2021
5,Lionel Andrés Messi Cuccittini,89.03536585365853,28.181707317073172,[89.03536585 28.18170732],182,Barcelona x Cádiz,2020/2021
6,Marc-André ter Stegen,11.948,33.251999999999995,[11.948 33.252],36,Barcelona x Cádiz,2020/2021
7,Ousmane Dembélé,93.735,16.62125,[93.735   16.62125],177,Barcelona x Cádiz,2020/2021
8,Pedro González López,86.74923076923076,48.7123076923077,[86.74923077 48.71230769],131,Barcelona x Cádiz,2020/2021
9,Sergino Dest,83.20740740740742,6.280246913580247,[83.20740741  6.28024691],153,Barcelona x Cádiz,2020/2021
10,Sergio Busquets i Burgos,75.16481481481482,30.019444444444442,[75.16481481 30.01944444],208,Barcelona x Cádiz,2020/2021
0,Francisco António Machado Mota de Castro Trincão,78.53611111111111,12.430555555555555,[78.53611111 12.43055556],77,Barcelona x Elche,2020/2021
1,Frenkie de Jong,64.37439024390244,40.65975609756097,[64.37439024 40.6597561 ],180,Barcelona x Elche,2020/2021
2,Gerard Piqué Bernabéu,52.410227272727276,21.970454545454547,[52.41022727 21.97045455],169,Barcelona x Elche,2020/2021
3,Jordi Alba Ramos,68.86212121212121,62.42575757575758,[68.86212121 62.42575758],125,Barcelona x Elche,2020/2021
4,Lionel Andrés Messi Cuccittini,81.32678571428572,34.073214285714286,[81.32678571 34.07321429],130,Barcelona x Elche,2020/2021
5,Marc-André ter Stegen,14.861904761904762,34.061904761904756,[14.86190476 34.06190476],34,Barcelona x Elche,2020/2021
6,Martin Braithwaite Christensen,85.41578947368421,49.142105263157895,[85.41578947 49.14210526],44,Barcelona x Elche,2020/2021
7,Miralem Pjanić,61.254,35.894,[61.254 35.894],99,Barcelona x Elche,2020/2021
8,Pedro González López,70.63428571428571,37.74285714285714,[70.63428571 37.74285714],143,Barcelona x Elche,2020/2021
9,Samuel Yves Umtiti,47.41208791208791,47.003296703296705,[47.41208791 47.0032967 ],163,Barcelona x Elche,2020/2021
10,Óscar Mingueza García,66.86984126984127,6.022222222222222,[66.86984127  6.02222222],120,Barcelona x Elche,2020/2021
0,Antoine Griezmann,81.19444444444444,46.17777777777778,[81.19444444 46.17777778],55,Villarreal x Barcelona,2020/2021
1,Clément Lenglet,45.78611111111111,56.49027777777778,[45.78611111 56.49027778],141,Villarreal x Barcelona,2020/2021
2,Frenkie de Jong,74.64,28.388,[74.64  28.388],114,Villarreal x Barcelona,2020/2021
3,Gerard Piqué Bernabéu,46.876086956521746,33.28913043478261,[46.87608696 33.28913043],84,Villarreal x Barcelona,2020/2021
4,Jordi Alba Ramos,67.55344827586207,63.9948275862069,[67.55344828 63.99482759],115,Villarreal x Barcelona,2020/2021
5,Lionel Andrés Messi Cuccittini,72.87435897435897,25.876923076923077,[72.87435897 25.87692308],90,Villarreal x Barcelona,2020/2021
6,Marc-André ter Stegen,8.697619047619048,34.642857142857146,[ 8.69761905 34.64285714],75,Villarreal x Barcelona,2020/2021
7,Pedro González López,68.50588235294117,41.17941176470588,[68.50588235 41.17941176],66,Villarreal x Barcelona,2020/2021
8,Sergino Dest,79.71600000000001,8.020000000000001,[79.716  8.02 ],55,Villarreal x Barcelona,2020/2021
9,Sergio Busquets i Burgos,58.565000000000005,32.718333333333334,[58.565      32.71833333],110,Villarreal x Barcelona,2020/2021
10,Óscar Mingueza García,44.77162162162162,10.027027027027026,[44.77162162 10.02702703],131,Villarreal x Barcelona,2020/2021
0,Anssumane Fati,78.06666666666666,54.38666666666666,[78.06666667 54.38666667],42,Barcelona x Real Betis,2020/2021
